'F. contable';'F. valor';'Concepto';'Importe';'Saldo';'Seq';'Import num';'Saldo anterior';'Tiene fecha';'Fecha Valor Concepto';'Clave_Concepto';'Categoria';'Subcategoria';'Fijo_Variable'
21/02/2014;21/02/2014;'MERCADONA';-29,46 €;6.668,46 €;4914;-29,46;11.192,55 €;'sin fechas';21/02/2014;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
22/02/2014;22/02/2014;'CAFET.C T PRAT';-4,50 €;6.663,96 €;4915;-4,50;11.188,05 €;'sin fechas';22/02/2014;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
22/02/2014;22/02/2014;'FRUITES I VERDURES';-1,10 €;6.662,86 €;4916;-1,10;11.186,95 €;'sin fechas';22/02/2014;'FRUITES';'Gastos_Compras';'Supermercado';'VARIABLES'
23/02/2014;23/02/2014;'ES STA. MARGARITA';-32,73 €;6.630,13 €;4917;-32,73;11.154,22 €;'sin fechas';23/02/2014;'STA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
23/02/2014;23/02/2014;'FRUITES I VERDURES';-3,84 €;6.626,29 €;4918;-3,84;11.150,38 €;'sin fechas';23/02/2014;'FRUITES';'Gastos_Compras';'Supermercado';'VARIABLES'
23/02/2014;23/02/2014;'LA BRASA';-12,90 €;6.613,39 €;4919;-12,90;11.137,48 €;'sin fechas';23/02/2014;'BRASA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
24/02/2014;24/02/2014;'AUTOPISTA TERR';-1,39 €;6.612,00 €;4920;-1,39;11.136,09 €;'sin fechas';24/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/02/2014;18/02/2014;'AUTOPISTA TERR';-1,39 €;6.610,61 €;4921;-1,39;11.134,70 €;'sin fechas';18/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/02/2014;18/02/2014;'AUTOPISTA TERR';-1,32 €;6.609,29 €;4922;-1,32;11.133,38 €;'sin fechas';18/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
24/02/2014;24/02/2014;'CAFET.C T PRAT';-4,10 €;6.605,19 €;4923;-4,10;11.129,28 €;'sin fechas';24/02/2014;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
24/02/2014;24/02/2014;'RESTAURANTES';-41,90 €;6.563,29 €;4924;-41,90;11.087,38 €;'sin fechas';24/02/2014;'RESTAURANTES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
25/02/2014;19/02/2014;'AUTOPISTA TERR';-1,39 €;6.561,90 €;4925;-1,39;11.085,99 €;'sin fechas';19/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/02/2014;19/02/2014;'AUTOPISTA TERR';-1,32 €;6.560,58 €;4926;-1,32;11.084,67 €;'sin fechas';19/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/02/2014;20/02/2014;'AUTOPISTA TERR';-1,32 €;6.559,26 €;4927;-1,32;11.083,35 €;'sin fechas';20/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/02/2014;20/02/2014;'AUTOPISTA TERR';-1,25 €;6.558,01 €;4928;-1,25;11.082,10 €;'sin fechas';20/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/02/2014;25/02/2014;'FRANKFURT LES LLETRES';-4,70 €;6.553,31 €;4929;-4,70;11.077,40 €;'sin fechas';25/02/2014;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
26/02/2014;26/02/2014;'A* CUOTA TARJETA PRINCIPAL';-33,00 €;6.520,31 €;4930;-33,00;11.044,40 €;'sin fechas';26/02/2014;'CUOTA';'Gastos_Banco y organismos';'Cargos banco';'FIJO'
26/02/2014;26/02/2014;'FOMENT DE TERRASSA, S.A. FOMEN';1.548,50 €;8.068,81 €;4931;1.548,50;12.592,90 €;'sin fechas';26/02/2014;'FOMENT';'Ingresos';'Nomina';'FIJO'
26/02/2014;26/02/2014;'FRANKFURT LES LLETRES';-10,10 €;8.058,71 €;4932;-10,10;12.582,80 €;'sin fechas';26/02/2014;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
26/02/2014;26/02/2014;'MERCADONA';-16,55 €;8.042,16 €;4933;-16,55;12.566,25 €;'sin fechas';26/02/2014;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
27/02/2014;20/02/2014;'AUTOPISTA TERR';-4,19 €;8.037,97 €;4934;-4,19;12.562,06 €;'sin fechas';20/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
27/02/2014;21/02/2014;'AUTOPISTA TERR';-1,39 €;8.036,58 €;4935;-1,39;12.560,67 €;'sin fechas';21/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
27/02/2014;21/02/2014;'AUTOPISTA TERR';-1,25 €;8.035,33 €;4936;-1,25;12.559,42 €;'sin fechas';21/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
27/02/2014;25/02/2014;'BON AREA';-29,35 €;8.005,98 €;4938;-29,35;12.530,07 €;'sin fechas';25/02/2014;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
27/02/2014;27/02/2014;'CAFET.C T PRAT';-3,45 €;8.002,53 €;4939;-3,45;12.526,62 €;'sin fechas';27/02/2014;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
27/02/2014;25/02/2014;'CARREFOUR-[COMIDA]';-42,98 €;7.959,55 €;4940;-42,98;12.483,64 €;'sin fechas';25/02/2014;'CARREFOURCOMIDA';'Gastos_Compras';'Supermercado';'VARIABLES'
27/02/2014;27/02/2014;'FARMACIA';-9,18 €;7.950,37 €;4942;-9,18;12.474,46 €;'sin fechas';27/02/2014;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
27/02/2014;27/02/2014;'FRUITES I VERDURES';-3,60 €;7.946,77 €;4944;-3,60;12.470,86 €;'sin fechas';27/02/2014;'FRUITES';'Gastos_Compras';'Supermercado';'VARIABLES'
27/02/2014;27/02/2014;'FRUITES I VERDURES';-9,45 €;7.937,32 €;4945;-9,45;12.461,41 €;'sin fechas';27/02/2014;'FRUITES';'Gastos_Compras';'Supermercado';'VARIABLES'
27/02/2014;27/02/2014;'INFORMACIO I TECNOLOGIA DE CAT';1.576,35 €;9.513,67 €;4947;1.576,35;14.037,76 €;'sin fechas';27/02/2014;'INFORMACIO';'Ingresos';'Nomina';'FIJO'
28/02/2014;23/02/2014;'AUTOPISTA TERR';-3,73 €;9.509,94 €;4950;-3,73;14.034,03 €;'sin fechas';23/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/02/2014;22/02/2014;'AUTOPISTA TERR';-4,19 €;9.505,75 €;4951;-4,19;14.029,84 €;'sin fechas';22/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/02/2014;21/02/2014;'AUTOPISTA TERR';-4,19 €;9.501,56 €;4952;-4,19;14.025,65 €;'sin fechas';21/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/02/2014;24/02/2014;'AUTOPISTA TERR';-1,25 €;9.500,31 €;4953;-1,25;14.024,40 €;'sin fechas';24/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
28/02/2014;28/02/2014;'LA TERRASSETA - REST COLEGI';-3,75 €;9.496,56 €;4954;-3,75;14.020,65 €;'sin fechas';28/02/2014;'TERRASSETA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
28/02/2014;28/02/2014;'RECIBO PTMOS. 3061-0960001518';-562,73 €;8.933,83 €;4955;-562,73;13.457,92 €;'sin fechas';28/02/2014;'RECIBO';'Gastos_Banco y organismos';'Hipoteca';'FIJO'
01/03/2014;01/03/2014;'AJUNTAMENT DE TER 010000520716';-44,24 €;8.889,59 €;4956;-44,24;13.413,68 €;'sin fechas';01/03/2014;'AJUNTAMENT';'Gastos_Banco y organismos';'Ayuntamiento';'FIJO'
01/03/2014;01/03/2014;'CAFET.C T PRAT';-3,60 €;8.885,99 €;4957;-3,60;13.410,08 €;'sin fechas';01/03/2014;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
01/03/2014;01/03/2014;'LA TERRASSETA - REST COLEGI';-3,50 €;8.882,49 €;4959;-3,50;13.406,58 €;'sin fechas';01/03/2014;'TERRASSETA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
01/03/2014;01/03/2014;'VIENA';-8,55 €;8.873,94 €;4960;-8,55;13.398,03 €;'sin fechas';01/03/2014;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
02/03/2014;02/03/2014;'ES STA. MARGARITA';-49,90 €;8.824,04 €;4961;-49,90;13.348,13 €;'sin fechas';02/03/2014;'STA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
03/03/2014;25/02/2014;'AUTOPISTA TERR';-1,25 €;8.822,79 €;4962;-1,25;13.346,88 €;'sin fechas';25/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
03/03/2014;25/02/2014;'AUTOPISTA TERR';-1,39 €;8.821,40 €;4963;-1,39;13.345,49 €;'sin fechas';25/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
03/03/2014;24/02/2014;'AUTOPISTA TERR';-4,19 €;8.817,21 €;4964;-4,19;13.341,30 €;'sin fechas';24/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
03/03/2014;03/03/2014;'WWW.JUST-EAT.ES';-25,85 €;8.791,36 €;4965;-25,85;13.315,45 €;'sin fechas';03/03/2014;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/03/2014;27/02/2014;'AUTOPISTA TERR';-1,39 €;8.789,97 €;4966;-1,39;13.314,06 €;'sin fechas';27/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/03/2014;27/02/2014;'AUTOPISTA TERR';-1,39 €;8.788,58 €;4967;-1,39;13.312,67 €;'sin fechas';27/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/03/2014;26/02/2014;'AUTOPISTA TERR';-1,25 €;8.787,33 €;4968;-1,25;13.311,42 €;'sin fechas';26/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/03/2014;26/02/2014;'AUTOPISTA TERR';-1,25 €;8.786,08 €;4969;-1,25;13.310,17 €;'sin fechas';26/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/03/2014;04/03/2014;'AUTOPISTA TERR';-1,39 €;8.784,69 €;4970;-1,39;13.308,78 €;'sin fechas';04/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/03/2014;04/03/2014;'AUTOPISTA TERR';-1,39 €;8.783,30 €;4971;-1,39;13.307,39 €;'sin fechas';04/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/03/2014;04/03/2014;'FRANKFURT LES LLETRES';-5,60 €;8.777,70 €;4972;-5,60;13.301,79 €;'sin fechas';04/03/2014;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/03/2014;04/03/2014;'TABASA VALLVI S. C:2T';-4,19 €;8.773,51 €;4973;-4,19;13.297,60 €;'sin fechas';04/03/2014;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/03/2014;05/03/2014;'AUTOPISTA TERR';-1,39 €;8.772,12 €;4974;-1,39;13.296,21 €;'sin fechas';05/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/03/2014;05/03/2014;'AUTOPISTA TERR';-1,39 €;8.770,73 €;4975;-1,39;13.294,82 €;'sin fechas';05/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/03/2014;05/03/2014;'ESCOLA BRESSOL EINA';-469,05 €;8.301,68 €;4976;-469,05;12.825,77 €;'sin fechas';05/03/2014;'ESCOLA';'Gastos_Salud, saber y deporte';'Estudios';'VARIABLES'
05/03/2014;05/03/2014;'TABASA VALLVI S. C:2T';-4,19 €;8.297,49 €;4977;-4,19;12.821,58 €;'sin fechas';05/03/2014;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
06/03/2014;06/03/2014;'AUTOPISTA TERR';-1,39 €;8.296,10 €;4978;-1,39;12.820,19 €;'sin fechas';06/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
06/03/2014;06/03/2014;'DECATHLON';-47,81 €;8.248,29 €;4979;-47,81;12.772,38 €;'sin fechas';06/03/2014;'DECATHLON';'Gastos_Compras';'Deportivo';'VARIABLES'
06/03/2014;04/03/2014;'EROSKI-[COMIDA]';-58,17 €;8.190,12 €;4980;-58,17;12.714,21 €;'sin fechas';04/03/2014;'EROSKICOMIDA';'Gastos_Compras';'Supermercado';'VARIABLES'
06/03/2014;05/03/2014;'LLIBR.SANT JORDI';-8,25 €;8.181,87 €;4981;-8,25;12.705,96 €;'sin fechas';05/03/2014;'LLIBRSANT';'Gastos_Compras';'Libreria';'VARIABLES'
06/03/2014;04/03/2014;'MC DONALDS';-0,30 €;8.181,57 €;4982;-0,30;12.705,66 €;'sin fechas';04/03/2014;'DONALDS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
06/03/2014;04/03/2014;'MC DONALDS';-21,40 €;8.160,17 €;4983;-21,40;12.684,26 €;'sin fechas';04/03/2014;'DONALDS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
06/03/2014;06/03/2014;'VIENA';-16,10 €;8.144,07 €;4984;-16,10;12.668,16 €;'sin fechas';06/03/2014;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
07/03/2014;28/02/2014;'AUTOPISTA TERR';-4,19 €;8.139,88 €;4985;-4,19;12.663,97 €;'sin fechas';28/02/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/03/2014;02/03/2014;'AUTOPISTA TERR';-4,19 €;8.135,69 €;4986;-4,19;12.659,78 €;'sin fechas';02/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/03/2014;07/03/2014;'AUTOPISTA TERR';-1,39 €;8.134,30 €;4987;-1,39;12.658,39 €;'sin fechas';07/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
07/03/2014;07/03/2014;'BON AREA';-14,35 €;8.119,95 €;4988;-14,35;12.644,04 €;'sin fechas';07/03/2014;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
07/03/2014;18/02/2014;'LIFE-INFORMATICA';-8,00 €;8.111,95 €;4989;-8,00;12.636,04 €;'sin fechas';18/02/2014;'LIFEINFORMATICA';'Gastos_Compras';'Hobbys';'VARIABLES'
07/03/2014;07/03/2014;'MERCADONA';-13,82 €;8.098,13 €;4990;-13,82;12.622,22 €;'sin fechas';07/03/2014;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
07/03/2014;07/03/2014;'PERRUQUERIA';-10,00 €;8.088,13 €;4991;-10,00;12.612,22 €;'sin fechas';07/03/2014;'PERRUQUERIA';'Gastos_Salud, saber y deporte';'Belleza';'VARIABLES'
07/03/2014;07/03/2014;'TABASA VALLVI S. C:2T';-4,19 €;8.083,94 €;4992;-4,19;12.608,03 €;'sin fechas';07/03/2014;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
08/03/2014;08/03/2014;'FRUITES I VERDURES';-5,44 €;8.078,50 €;4993;-5,44;12.602,59 €;'sin fechas';08/03/2014;'FRUITES';'Gastos_Compras';'Supermercado';'VARIABLES'
09/03/2014;09/03/2014;'MERCADONA';-184,63 €;7.893,87 €;4994;-184,63;12.417,96 €;'sin fechas';09/03/2014;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
10/03/2014;10/03/2014;'CAFET.C T PRAT';-3,65 €;7.890,22 €;4995;-3,65;12.414,31 €;'sin fechas';10/03/2014;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
10/03/2014;10/03/2014;'CAFET.C T PRAT';-1,80 €;7.888,42 €;4996;-1,80;12.412,51 €;'sin fechas';10/03/2014;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
10/03/2014;10/03/2014;'WWW.JUST-EAT.ES';-10,15 €;7.878,27 €;4997;-10,15;12.402,36 €;'sin fechas';10/03/2014;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
11/03/2014;11/03/2014;'ADESLAS CENTRAL 006662671613';-110,99 €;7.767,28 €;4998;-110,99;12.291,37 €;'sin fechas';11/03/2014;'ADESLAS';'Gastos_Salud, saber y deporte';'Medico';'VARIABLES'
11/03/2014;06/03/2014;'AUTOPISTA TERR';-1,39 €;7.765,89 €;4999;-1,39;12.289,98 €;'sin fechas';06/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
11/03/2014;11/03/2014;'AUTOPISTA TERR';-1,32 €;7.764,57 €;5000;-1,32;12.288,66 €;'sin fechas';11/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
11/03/2014;11/03/2014;'AUTOPISTA TERR';-1,32 €;7.763,25 €;5001;-1,32;12.287,34 €;'sin fechas';11/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
11/03/2014;11/03/2014;'FRUITES I VERDURES';-7,08 €;7.756,17 €;5002;-7,08;12.280,26 €;'sin fechas';11/03/2014;'FRUITES';'Gastos_Compras';'Supermercado';'VARIABLES'
11/03/2014;11/03/2014;'TABASA VALLVI S. C:2T';-4,19 €;7.751,98 €;5003;-4,19;12.276,07 €;'sin fechas';11/03/2014;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
12/03/2014;12/03/2014;'AUTOPISTA TERR';-1,39 €;7.750,59 €;5004;-1,39;12.274,68 €;'sin fechas';12/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
12/03/2014;12/03/2014;'BLITZ';-72,50 €;7.678,09 €;5005;-72,50;12.202,18 €;'sin fechas';12/03/2014;'BLITZ';'Gastos_Vivienda y vehiculo';'Alquiler Parking';'FIJO'
12/03/2014;12/03/2014;'TABASA VALLVI S. C:2T';-4,19 €;7.673,90 €;5006;-4,19;12.197,99 €;'sin fechas';12/03/2014;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/03/2014;07/03/2014;'AUTOPISTA TERR';-1,39 €;7.672,51 €;5007;-1,39;12.196,60 €;'sin fechas';07/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/03/2014;08/03/2014;'AUTOPISTA TERR';-2,53 €;7.669,98 €;5008;-2,53;12.194,07 €;'sin fechas';08/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/03/2014;08/03/2014;'AUTOPISTA TERR';-2,53 €;7.667,45 €;5009;-2,53;12.191,54 €;'sin fechas';08/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/03/2014;11/03/2014;'EROSKI-[COMIDA]';-19,28 €;7.648,17 €;5010;-19,28;12.172,26 €;'sin fechas';11/03/2014;'EROSKICOMIDA';'Gastos_Compras';'Supermercado';'VARIABLES'
13/03/2014;11/03/2014;'EROSKI-[OTROS]';-0,78 €;7.647,39 €;5011;-0,78;12.171,48 €;'sin fechas';11/03/2014;'EROSKIOTROS';'Gastos_Compras';'Supermercado';'VARIABLES'
13/03/2014;13/03/2014;'FARMACIA';-12,04 €;7.635,35 €;5012;-12,04;12.159,44 €;'sin fechas';13/03/2014;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
13/03/2014;13/03/2014;'SALA BADRINAS - MENJADOR';-121,64 €;7.513,71 €;5013;-121,64;12.037,80 €;'sin fechas';13/03/2014;'SALA';'Gastos_Salud, saber y deporte';'Estudios';'VARIABLES'
14/03/2014;10/03/2014;'AUTOPISTA TERR';-1,39 €;7.512,32 €;5014;-1,39;12.036,41 €;'sin fechas';10/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2014;10/03/2014;'AUTOPISTA TERR';-1,39 €;7.510,93 €;5015;-1,39;12.035,02 €;'sin fechas';10/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2014;09/03/2014;'AUTOPISTA TERR';-4,19 €;7.506,74 €;5016;-4,19;12.030,83 €;'sin fechas';09/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/03/2014;14/03/2014;'CCM VIDA Y PENSIO 000000493358';-18,57 €;7.488,17 €;5017;-18,57;12.012,26 €;'sin fechas';14/03/2014;'CCM';'Gastos_Seguros';'Seguro vida';'FIJO'
14/03/2014;14/03/2014;'REINT.CAJERO';-40,00 €;7.448,17 €;5018;-40,00;11.972,26 €;'sin fechas';14/03/2014;'REINTCAJERO';'Gastos_Gastos varios';'Efectivo';'VARIABLES'
15/03/2014;15/03/2014;'ES STA. MARGARITA';-33,80 €;7.414,37 €;5019;-33,80;11.938,46 €;'sin fechas';15/03/2014;'STA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
15/03/2014;15/03/2014;'FRUITES I VERDURES';-3,22 €;7.411,15 €;5020;-3,22;11.935,24 €;'sin fechas';15/03/2014;'FRUITES';'Gastos_Compras';'Supermercado';'VARIABLES'
15/03/2014;15/03/2014;'LA TERRASSETA - REST COLEGI';-1,30 €;7.409,85 €;5021;-1,30;11.933,94 €;'sin fechas';15/03/2014;'TERRASSETA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
15/03/2014;15/03/2014;'VIENA';-30,35 €;7.379,50 €;5022;-30,35;11.903,59 €;'sin fechas';15/03/2014;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
16/03/2014;16/03/2014;'CAFET.C T PRAT';-4,50 €;7.375,00 €;5023;-4,50;11.899,09 €;'sin fechas';16/03/2014;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
16/03/2014;16/03/2014;'FRUITES I VERDURES';-5,67 €;7.369,33 €;5024;-5,67;11.893,42 €;'sin fechas';16/03/2014;'FRUITES';'Gastos_Compras';'Supermercado';'VARIABLES'
16/03/2014;16/03/2014;'LA TERRASSETA - REST COLEGI';-2,75 €;7.366,58 €;5025;-2,75;11.890,67 €;'sin fechas';16/03/2014;'TERRASSETA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
17/03/2014;17/03/2014;'AUTOPISTA TERR';-1,32 €;7.365,26 €;5026;-1,32;11.889,35 €;'sin fechas';17/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
17/03/2014;17/03/2014;'AUTOPISTA TERR';-1,39 €;7.363,87 €;5027;-1,39;11.887,96 €;'sin fechas';17/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
17/03/2014;17/03/2014;'CAFET.C T PRAT';-3,65 €;7.360,22 €;5028;-3,65;11.884,31 €;'sin fechas';17/03/2014;'CAFETC';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
17/03/2014;17/03/2014;'CCM VIDA Y P SEGURO PRESTAMO';-24,17 €;7.336,05 €;5029;-24,17;11.860,14 €;'sin fechas';17/03/2014;'CCM';'Gastos_Seguros';'Seguro vida';'FIJO'
17/03/2014;17/03/2014;'MERCADONA';-19,06 €;7.316,99 €;5030;-19,06;11.841,08 €;'sin fechas';17/03/2014;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
17/03/2014;17/03/2014;'ONO';-112,41 €;7.204,58 €;5031;-112,41;11.728,67 €;'sin fechas';17/03/2014;'ONO';'Gastos_Servicios tipicos';'Telecomunicaciones';'FIJO'
17/03/2014;17/03/2014;'TABASA VALLVI S. C:2T';-4,19 €;7.200,39 €;5032;-4,19;11.724,48 €;'sin fechas';17/03/2014;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/03/2014;13/03/2014;'AUTOPISTA TERR';-1,39 €;7.199,00 €;5033;-1,39;11.723,09 €;'sin fechas';13/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/03/2014;13/03/2014;'AUTOPISTA TERR';-1,39 €;7.197,61 €;5034;-1,39;11.721,70 €;'sin fechas';13/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/03/2014;12/03/2014;'AUTOPISTA TERR';-1,39 €;7.196,22 €;5035;-1,39;11.720,31 €;'sin fechas';12/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/03/2014;15/03/2014;'AUTOPISTA TERR';-2,53 €;7.193,69 €;5036;-2,53;11.717,78 €;'sin fechas';15/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/03/2014;19/03/2014;'AUTOPISTA TERR';-1,32 €;7.192,37 €;5037;-1,32;11.716,46 €;'sin fechas';19/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/03/2014;19/03/2014;'AUTOPISTA TERR';-1,39 €;7.190,98 €;5038;-1,39;11.715,07 €;'sin fechas';19/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/03/2014;19/03/2014;'ES STA. MARGARITA';-51,77 €;7.139,21 €;5039;-51,77;11.663,30 €;'sin fechas';19/03/2014;'STA';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
19/03/2014;19/03/2014;'MINA PUBLICA AIGUES T.01A75789';-41,53 €;7.097,68 €;5040;-41,53;11.621,77 €;'sin fechas';19/03/2014;'MINA';'Gastos_Servicios tipicos';'Agua';'FIJO'
19/03/2014;19/03/2014;'TABASA VALLVI S. C:2T';-4,19 €;7.093,49 €;5041;-4,19;11.617,58 €;'sin fechas';19/03/2014;'TABASA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/03/2014;14/03/2014;'AUTOPISTA TERR';-1,32 €;7.092,17 €;5042;-1,32;11.616,26 €;'sin fechas';14/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/03/2014;15/03/2014;'AUTOPISTA TERR';-2,53 €;7.089,64 €;5043;-2,53;11.613,73 €;'sin fechas';15/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/03/2014;14/03/2014;'AUTOPISTA TERR';-1,32 €;7.088,32 €;5044;-1,32;11.612,41 €;'sin fechas';14/03/2014;'AUTOPISTA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
