'FECHA';'COMERCIO/CAJERO';'IMPORTE';'MONEDA';'CONCEPTO';'ESTADO';'SEQ';'Clave_Concepto';'Categoria';'Subcategoria';'Fijo_Variable'
14/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2091;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
15/11/2019;'CINESA PARC VALLE';-14,53 €;'Euros';'B_Compras.';'PAGADO';229;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
15/11/2019;'VIENA PARC VALLES';-10,75 €;'Euros';'B_Compras.';'PAGADO';230;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
15/11/2019;'CATALUNYA CAIX/EL';-2,50 €;'Euro';'Compras.';'PAGADO';2092;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
15/11/2019;'CATALUNYA CAIX/EL';-8,60 €;'Euro';'Compras.';'PAGADO';2093;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
15/11/2019;'CINESA WEB';-18,60 €;'Euro';'Compras.';'PAGADO';2094;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
15/11/2019;'WWW.JUST-EAT.ES';-31,45 €;'Euro';'Compras.';'PAGADO';2095;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
16/11/2019;'ALIEXPRESS.COM /London';-6,62 €;'Euro';'Compras.';'PAGADO';2096;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
16/11/2019;'ALIEXPRESS.COM /London';-10,61 €;'Euro';'Compras.';'PAGADO';2097;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
16/11/2019;'papajohns.es /San Sebastian';-24,90 €;'Euro';'Compras.';'PAGADO';2098;'PAPAJOHNSES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
17/11/2019;'NETFLIX';-11,99 €;'Euro';'Compras.';'PAGADO';2099;'NETFLIX';'Gastos_Servicios tipicos';'Servicios online';'FIJO'
17/11/2019;'ALIEXPRESS.COM';-6,96 €;'Euro';'Compras.';'PAGADO';2100;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
18/11/2019;'FRANKFURT LES LLE';-3,00 €;'Euros';'B_Compras.';'PAGADO';231;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
18/11/2019;'BARICENTRO L 4/BA';-15,00 €;'Euro';'Compras.';'PAGADO';2101;'BARICENTRO';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
18/11/2019;'KIABI BARICENT/BA';-38,00 €;'Euro';'Compras.';'PAGADO';2102;'KIABI';'Gastos_Compras';'Ropa';'VARIABLES'
18/11/2019;'TUNELS VALLVI S. C:2T';-3,86 €;'Euro';'Compras.';'PAGADO';2103;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2104;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
18/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2105;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/11/2019;'SONCUQUIS';-3,50 €;'Euros';'B_Compras.';'PAGADO';232;'SONCUQUIS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
19/11/2019;'COQUES I PANADONS';-9,89 €;'Euros';'B_Compras.';'PAGADO';233;'COQUES';'Gastos_Compras';'Supermercado';'VARIABLES'
19/11/2019;'BON AREA';-30,10 €;'Euros';'B_Compras.';'PAGADO';234;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
19/11/2019;'E.S. RUBI II';-50,15 €;'Euro';'Compras.';'PAGADO';2106;'RUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
19/11/2019;'CATALUNYA CAIX/EL';-3,80 €;'Euro';'Compras.';'PAGADO';2107;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
19/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2108;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
19/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2109;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/11/2019;'MC PASTISSERIA';-4,30 €;'Euros';'B_Compras.';'PAGADO';235;'PASTISSERIA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
20/11/2019;'BARCELONA FOOD/CA';-5,06 €;'Euros';'B_Compras.';'PAGADO';236;'BARCELONA';'Gastos_Compras';'Supermercado';'VARIABLES'
20/11/2019;'AMZN Mktp ES*2H6VD6YA5';-18,99 €;'Euro';'Compras.';'PAGADO';2110;'AMZN';'Gastos_Compras';'Hobbys';'VARIABLES'
20/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2111;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
20/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2112;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
21/11/2019;'BONPA C. PALET';-3,50 €;'Euros';'B_Compras.';'PAGADO';237;'BONPA';'Gastos_Compras';'Supermercado';'VARIABLES'
21/11/2019;'EGARVIA SA';-6,65 €;'Euro';'Compras.';'PAGADO';2113;'EGARVIA';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
21/11/2019;'AP. DR. ROBERT - TERRASSA';-4,75 €;'Euro';'Compras.';'PAGADO';2114;'ROBERT';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
21/11/2019;'AP. DR. ROBERT - TERRASSA';-22,30 €;'Euro';'Compras.';'PAGADO';2115;'ROBERT';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
21/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2116;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
21/11/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2117;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
22/11/2019;'FRUTAS Y VERDURAS';-15,72 €;'Euro';'Compras.';'PAGADO';2118;'FRUTAS';'Gastos_Compras';'Supermercado';'VARIABLES'
22/11/2019;'BON AREA';-13,63 €;'Euro';'Compras.';'PAGADO';2119;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
22/11/2019;'BON AREA';-16,01 €;'Euro';'Compras.';'PAGADO';2120;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
23/11/2019;'APARCAMENT VAPOR';-5,20 €;'Euro';'Compras.';'PAGADO';2121;'APARCAMENT';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
23/11/2019;'WWW.JUST-EAT.ES';-30,00 €;'Euro';'Compras.';'PAGADO';2122;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
25/11/2019;'PARKING VAPOR GRA';-0,70 €;'Euro';'Compras.';'PAGADO';2123;'PARKING';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
25/11/2019;'BON AREA';-13,56 €;'Euro';'Compras.';'PAGADO';2124;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
26/11/2019;'A* CUOTA TARJETA PRINCIPAL';-39,00 €;'Euros';'B_Comision de Emision, Mantenimiento o Renovacion.';'PAGADO';238;'CUOTA';'Gastos_Banco y organismos';'Cargos banco';'FIJO'
26/11/2019;'FRANKFURT LES LLE';-3,00 €;'Euros';'B_Compras.';'PAGADO';239;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
26/11/2019;'SONCUQUIS';-3,00 €;'Euros';'B_Compras.';'PAGADO';240;'SONCUQUIS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
26/11/2019;'INSTITUT DE FISIO';-150,00 €;'Euros';'B_Compras.';'PAGADO';241;'INSTITUT';'Gastos_Salud, saber y deporte';'Medico';'VARIABLES'
26/11/2019;'RODELAS';-25,00 €;'Euro';'Compras.';'PAGADO';2125;'RODELAS';'Gastos_Salud, saber y deporte';'Belleza';'VARIABLES'
26/11/2019;'BON AREA';-4,71 €;'Euro';'Compras.';'PAGADO';2126;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
27/11/2019;'CATALUNYA CAIX/EL';-6,90 €;'Euro';'Compras.';'PAGADO';2127;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
27/11/2019;'FRUTAS Y VERDURAS';-10,45 €;'Euro';'Compras.';'PAGADO';2128;'FRUTAS';'Gastos_Compras';'Supermercado';'VARIABLES'
27/11/2019;'BON AREA';-11,34 €;'Euro';'Compras.';'PAGADO';2129;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
27/11/2019;'WWW.JUST-EAT.ES';-27,50 €;'Euro';'Compras.';'PAGADO';2130;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
28/11/2019;'TAJ MAHAL';-16,05 €;'Euros';'B_Compras.';'PAGADO';242;'TAJ';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
28/11/2019;'CATALUNYA CAIX/EL';-3,30 €;'Euro';'Compras.';'PAGADO';2131;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/11/2019;'ALIEXPRESS.COM /London';-7,92 €;'Euro';'Compras.';'PENDIENTE';2132;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
29/11/2019;'ALIEXPRESS.COM /London';-6,63 €;'Euro';'Compras.';'PENDIENTE';2133;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
29/11/2019;'CATALUNYA CAIX/EL';-3,30 €;'Euro';'Compras.';'PAGADO';2134;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
29/11/2019;'CINESA WEB';-24,80 €;'Euro';'Compras.';'PAGADO';2135;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
29/11/2019;'CINESA PARC VALLE';-18,10 €;'Euro';'Compras.';'PAGADO';2136;'CINESA';'Gastos_Ocio y transporte';'Espectáculos';'VARIABLES'
29/11/2019;'TERRACASA';-13,85 €;'Euro';'Compras.';'PAGADO';2137;'TERRACASA';'Gastos_Compras';'Otras compras';'VARIABLES'
29/11/2019;'BON AREA';-4,59 €;'Euro';'Compras.';'PAGADO';2138;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
30/11/2019;'FRANKFURT LES LLE';-5,80 €;'Euros';'B_Compras.';'PAGADO';243;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
30/11/2019;'EL SALON THE BARB';-47,98 €;'Euros';'B_Compras.';'PAGADO';244;'SALON';'Gastos_Salud, saber y deporte';'Belleza';'VARIABLES'
30/11/2019;'NATURA TERRASSA';-7,95 €;'Euros';'B_Compras.';'PAGADO';245;'NATURA';'Gastos_Salud, saber y deporte';'Estudios';'VARIABLES'
30/11/2019;'GIFI TERRASSA';-8,10 €;'Euros';'B_Compras.';'PAGADO';246;'GIFI';'Gastos_Compras';'Hogar';'VARIABLES'
30/11/2019;'ZEEMAN TERRASSA';-18,44 €;'Euros';'B_Compras.';'PAGADO';247;'ZEEMAN';'Gastos_Compras';'Ropa';'VARIABLES'
30/11/2019;'ALIEXPRESS.COM /London';-15,71 €;'Euro';'Compras.';'PENDIENTE';2139;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
30/11/2019;'AUDREY RAMBLA';-8,65 €;'Euro';'Compras.';'PAGADO';2140;'AUDREY';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
30/11/2019;'LIZARRAN';-9,00 €;'Euro';'Compras.';'PAGADO';2141;'LIZARRAN';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
30/11/2019;'REST.CHINO VALLES';-49,30 €;'Euro';'Compras.';'PAGADO';2142;'RESTCHINO';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
30/11/2019;'AP. RAVAL DE MONTSERRAT';-3,95 €;'Euro';'Compras.';'PAGADO';2143;'RAVAL';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
02/12/2019;'CATALUNYA CAIX/EL';-3,80 €;'Euro';'Compras.';'PAGADO';2144;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
02/12/2019;'GRUP DE TREBALL M';-6,00 €;'Euro';'Compras.';'PAGADO';2145;'GRUP';'Gastos_Compras';'Otras compras';'VARIABLES'
02/12/2019;'BON AREA';-20,15 €;'Euro';'Compras.';'PAGADO';2146;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
02/12/2019;'BONAREA REDONDEO';-0,25 €;'Euro';'Compras.';'PAGADO';2147;'BONAREA';'Gastos_Compras';'Supermercado';'VARIABLES'
02/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2148;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
03/12/2019;'CATALUNYA CAIX/EL';-4,00 €;'Euro';'Compras.';'PAGADO';2149;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
03/12/2019;'CAFETERIA VINT I';-11,90 €;'Euro';'Compras.';'PAGADO';2150;'CAFETERIA';'Gastos_Compras';'Supermercado';'VARIABLES'
03/12/2019;'MERCADONA QUATRE';-6,04 €;'Euro';'Compras.';'PAGADO';2151;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
03/12/2019;'FRUTAS Y VERDURAS';-2,48 €;'Euro';'Compras.';'PAGADO';2152;'FRUTAS';'Gastos_Compras';'Supermercado';'VARIABLES'
03/12/2019;'BON AREA';-5,58 €;'Euro';'Compras.';'PAGADO';2153;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
03/12/2019;'MERCADONA QUATRE';-135,65 €;'Euro';'Compras.';'PAGADO';2154;'MERCADONA';'Gastos_Compras';'Supermercado';'VARIABLES'
03/12/2019;'AMZN Mktp ES*YV9BL4QN5';-59,99 €;'Euro';'Compras.';'PAGADO';2155;'AMZN';'Gastos_Compras';'Hobbys';'VARIABLES'
03/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2156;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
03/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2157;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
03/12/2019;'TUNELS VALLVI S. C:2T';-3,86 €;'Euro';'Compras.';'PAGADO';2158;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/12/2019;'FRANKFURT LES LLE';-3,00 €;'Euros';'B_Compras.';'PAGADO';248;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/12/2019;'FRANKFURT LES LLE';-4,65 €;'Euros';'B_Compras.';'PAGADO';249;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/12/2019;'E.S. RUBI II';-48,17 €;'Euro';'Compras.';'PAGADO';2159;'RUBI';'Gastos_Ocio y transporte';'Gasolina';'VARIABLES'
04/12/2019;'ADMINISTRACION LO';-20,00 €;'Euro';'Compras.';'PAGADO';2160;'ADMINISTRACION';'Gastos_Ocio y transporte';'Loterias';
04/12/2019;'CATALUNYA CAIX/EL';-3,90 €;'Euro';'Compras.';'PAGADO';2161;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/12/2019;'WWW.JUST-EAT.ES';-20,40 €;'Euro';'Compras.';'PAGADO';2162;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
04/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2163;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
04/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2164;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/12/2019;'VIENA TERRASSA CE';-8,80 €;'Euros';'B_Compras.';'PAGADO';250;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/12/2019;'TIGER /TER';-9,00 €;'Euros';'B_Compras.';'PAGADO';251;'TIGER';'Gastos_Compras';'Otras compras';'VARIABLES'
05/12/2019;'TOCINERIES VENTUR';-15,02 €;'Euros';'B_Compras.';'PAGADO';252;'TOCINERIES';'Gastos_Compras';'Supermercado';'VARIABLES'
05/12/2019;'FORN CARNE';-5,80 €;'Euros';'B_Compras.';'PAGADO';253;'FORN';'Gastos_Compras';'Supermercado';'VARIABLES'
05/12/2019;'CATALUNYA CAIX/EL';4,30 €;'Euro';'Anulacion de Compras.';'PAGADO';2165;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/12/2019;'CATALUNYA CAIX/EL';-4,30 €;'Euro';'Compras.';'PAGADO';2166;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/12/2019;'CATALUNYA CAIX/EL';-4,30 €;'Euro';'Compras.';'PAGADO';2167;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
05/12/2019;'LIDL EL PRAT D/PR';-32,58 €;'Euro';'Compras.';'PAGADO';2168;'LIDL';'Gastos_Compras';'Supermercado';'VARIABLES'
05/12/2019;'TUNELS VALLVI S. C:2T';-4,34 €;'Euro';'Compras.';'PAGADO';2169;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2170;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
05/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2171;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
06/12/2019;'WWW.JUST-EAT.ES';-17,56 €;'Euro';'Compras.';'PAGADO';2172;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
06/12/2019;'PERLES AND CO';-61,88 €;'Euro';'Compras.';'PAGADO';2173;'PERLES';'Gastos_Compras';'Hobbys';'VARIABLES'
09/12/2019;'MC PASTISSERIA';-3,40 €;'Euros';'B_Compras.';'PAGADO';254;'PASTISSERIA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
09/12/2019;'FARMACIA TORRAS';-23,45 €;'Euros';'B_Compras.';'PAGADO';255;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
09/12/2019;'BARCELONA FOOD/CA';-6,31 €;'Euros';'B_Compras.';'PAGADO';256;'BARCELONA';'Gastos_Compras';'Supermercado';'VARIABLES'
09/12/2019;'CATALUNYA CAIX/EL';-3,00 €;'Euro';'Compras.';'PAGADO';2174;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
09/12/2019;'FRUTAS Y VERDURAS';-10,95 €;'Euro';'Compras.';'PAGADO';2175;'FRUTAS';'Gastos_Compras';'Supermercado';'VARIABLES'
09/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2176;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
09/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2177;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
10/12/2019;'SONCUQUIS';-3,50 €;'Euros';'B_Compras.';'PAGADO';257;'SONCUQUIS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
10/12/2019;'FARMACIA TORRAS';-9,95 €;'Euros';'B_Compras.';'PAGADO';258;'FARMACIA';'Gastos_Salud, saber y deporte';'Farmacia';'VARIABLES'
10/12/2019;'INSTITUT DE FISIO';-190,00 €;'Euros';'B_Compras.';'PAGADO';259;'INSTITUT';'Gastos_Salud, saber y deporte';'Medico';'VARIABLES'
10/12/2019;'CATALUNYA CAIX/EL';-3,45 €;'Euro';'Compras.';'PAGADO';2178;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
10/12/2019;'BON AREA';-6,82 €;'Euro';'Compras.';'PAGADO';2179;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
10/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2180;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
10/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2181;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
11/12/2019;'MC PASTISSERIA';-3,40 €;'Euros';'B_Compras.';'PAGADO';260;'PASTISSERIA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
11/12/2019;'CATALUNYA CAIX/EL';-3,80 €;'Euro';'Compras.';'PAGADO';2182;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
11/12/2019;'BON AREA';-17,63 €;'Euro';'Compras.';'PAGADO';2183;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
11/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2184;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
11/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2185;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
12/12/2019;'FRANKFURT LES LLE';-3,00 €;'Euros';'B_Compras.';'PAGADO';261;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
12/12/2019;'FRANKFURT LES LLE';-2,60 €;'Euros';'B_Compras.';'PAGADO';262;'FRANKFURT';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
12/12/2019;'CATALUNYA CAIX/EL';-3,90 €;'Euro';'Compras.';'PAGADO';2186;'CATALUNYA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
12/12/2019;'WWW.JUST-EAT.ES';-40,80 €;'Euro';'Compras.';'PAGADO';2187;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
12/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2188;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/12/2019;'B.K. TERRASA PARK';-22,80 €;'Euro';'Compras.';'PAGADO';2189;'TERRASA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/12/2019;'DECATHLON SA TERR';-85,45 €;'Euro';'Compras.';'PAGADO';2190;'DECATHLON';'Gastos_Compras';'Deportivo';'VARIABLES'
13/12/2019;'LIDL TERRASSA-PAR';-1,18 €;'Euro';'Compras.';'PAGADO';2191;'LIDL';'Gastos_Compras';'Supermercado';'VARIABLES'
13/12/2019;'TERRACASA';-17,32 €;'Euro';'Compras.';'PAGADO';2192;'TERRACASA';'Gastos_Compras';'Otras compras';'VARIABLES'
13/12/2019;'VIENA PARC VALLES';-2,80 €;'Euro';'Compras.';'PAGADO';2193;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/12/2019;'REDONDEO S0LIDARI';-0,20 €;'Euro';'Compras.';'PAGADO';2194;'REDONDEO';'Gastos_Salud, saber y deporte';'Solidaridad';'VARIABLES'
13/12/2019;'VIENA PARC VALLES';-26,50 €;'Euro';'Compras.';'PAGADO';2195;'VIENA';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
13/12/2019;'REDONDEO S0LIDARI';-0,50 €;'Euro';'Compras.';'PAGADO';2196;'REDONDEO';'Gastos_Salud, saber y deporte';'Solidaridad';'VARIABLES'
13/12/2019;'AUTOPISTAS TERRASSA MANRE';-2,62 €;'Euro';'Compras.';'PAGADO';2197;'AUTOPISTAS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
13/12/2019;'TUNELS VALLVI S. C:2T';-3,86 €;'Euro';'Compras.';'PAGADO';2198;'TUNELS';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
14/12/2019;'CARREFOUR TARRA';-12,85 €;'Euros';'B_Compras.';'PAGADO';263;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
14/12/2019;'CARREFOUR VALLE';-142,28 €;'Euros';'B_Compras.';'PAGADO';264;'CARREFOUR';'Gastos_Compras';'Supermercado';'VARIABLES'
14/12/2019;'LIDL SUPERMERC/MO';-72,92 €;'Euro';'Compras.';'PAGADO';2199;'LIDL';'Gastos_Compras';'Supermercado';'VARIABLES'
14/12/2019;'ALIEXPRESS.COM';-16,43 €;'Euro';'Compras.';'PAGADO';2200;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
14/12/2019;'ALIEXPRESS.COM';-10,67 €;'Euro';'Compras.';'PAGADO';2201;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
14/12/2019;'ALIEXPRESS.COM';-18,36 €;'Euro';'Compras.';'PAGADO';2202;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
14/12/2019;'ALIEXPRESS.COM';-23,19 €;'Euro';'Compras.';'PAGADO';2203;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
14/12/2019;'TAPP WATER';-63,20 €;'Euro';'Compras.';'PAGADO';2204;'TAPP';'Gastos_Compras';'Supermercado';'VARIABLES'
14/12/2019;'ALIEXPRESS';-21,26 €;'Euro';'Compras.';'PAGADO';2205;'ALIEXPRESS';'Gastos_Compras';'Hobbys';'VARIABLES'
15/12/2019;'WWW.JUST-EAT.ES';-36,35 €;'Euro';'Compras.';'PAGADO';2206;'WWWJUSTEATES';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
15/12/2019;'ALIEXPRESS.COM';-32,77 €;'Euro';'Compras.';'PAGADO';2207;'ALIEXPRESSCOM';'Gastos_Compras';'Hobbys';'VARIABLES'
16/12/2019;'APARCAMENT VAPOR';-12,95 €;'Euro';'Compras.';'PAGADO';2208;'APARCAMENT';'Gastos_Ocio y transporte';'Parking y peaje';'VARIABLES'
16/12/2019;'FOSTER''S HOLLYWOO';-43,10 €;'Euro';'Compras.';'PAGADO';2209;'FOSTERS';'Gastos_Ocio y transporte';'Restaurantes';'VARIABLES'
16/12/2019;'BON AREA';-14,97 €;'Euro';'Compras.';'PAGADO';2210;'BON';'Gastos_Compras';'Supermercado';'VARIABLES'
